text,original_label,label,event_type
Wing exceeds angle.,plausible,0,"{'sen_id': 89, 'sentence': 'Wing exceeds angle.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'exceeds', 'trigger_confidence': 0.9348527789115906, 'event_type': {'xpo_node': 'DWD_Q21262209', 'name': 'excess', 'description': 'something that is not required, or more than what is sufficient or desirable'}, 'event_confidence': 0.9735907912254333}]}"
Protester sings anthem.,plausible,1,"{'sen_id': 90, 'sentence': 'Protester sings anthem.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'sings', 'trigger_confidence': 0.9857435822486877, 'event_type': {'xpo_node': 'DWD_Q1567963', 'name': 'sing-along', 'description': 'event of singing together at gatherings or parties, less formally than choir singing'}, 'event_confidence': 0.9614572525024414}]}"
Tension ignites situation.,implausible,1,"{'sen_id': 91, 'sentence': 'Tension ignites situation.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'ignites', 'trigger_confidence': 0.9674124121665955, 'event_type': {'xpo_node': 'DWD_Q179057', 'name': 'explosion', 'description': 'sudden release of energy through high temperatures and gas expansion'}, 'event_confidence': 0.7585195302963257}]}"
Body hears testimony.,plausible,0,"{'sen_id': 92, 'sentence': 'Body hears testimony.', 'predicted_mentions': [{'sentence_offset': [11, 20], 'trigger_words': 'testimony', 'trigger_confidence': 0.8686146140098572, 'event_type': {'xpo_node': 'DWD_Q1196258', 'name': 'testimony', 'description': 'solemn attestation as to the truth of a matter'}, 'event_confidence': 0.9919924736022949}]}"
Difficulty reevaluates nest.,implausible,1,"{'sen_id': 93, 'sentence': 'Difficulty reevaluates nest.', 'predicted_mentions': [{'sentence_offset': [11, 22], 'trigger_words': 'reevaluates', 'trigger_confidence': 0.8683884143829346, 'event_type': {'xpo_node': 'DWD_Q16944486', 'name': 'elaboration', 'description': 'the process of developing or presenting a theory, policy, or system in further detail'}, 'event_confidence': 0.8910120725631714}]}"
Space increases energy.,implausible,1,"{'sen_id': 94, 'sentence': 'Space increases energy.', 'predicted_mentions': []}"
Advance guarantees freedom.,plausible,1,"{'sen_id': 95, 'sentence': 'Advance guarantees freedom.', 'predicted_mentions': [{'sentence_offset': [0, 7], 'trigger_words': 'Advance', 'trigger_confidence': 0.9178478717803955, 'event_type': {'xpo_node': 'DWD_Q247792', 'name': 'progress', 'description': 'term in historiography and the philosophy of history for (positve) change'}, 'event_confidence': 0.9464495778083801}, {'sentence_offset': [8, 18], 'trigger_words': 'guarantees', 'trigger_confidence': 0.9705107808113098, 'event_type': {'xpo_node': 'DWD_Q2328086', 'name': 'guarantee', 'description': 'type of bank loan with payment guarantee'}, 'event_confidence': 0.9936011433601379}]}"
Village receives ward.,plausible,1,"{'sen_id': 96, 'sentence': 'Village receives ward.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'receives', 'trigger_confidence': 0.9757755994796753, 'event_type': {'xpo_node': 'DWD_Q83493081', 'name': 'reception', 'description': 'process of recovering a message, signal, or item that has been transmitted'}, 'event_confidence': 0.9891119599342346}]}"
Owner secures trademark.,plausible,1,"{'sen_id': 97, 'sentence': 'Owner secures trademark.', 'predicted_mentions': [{'sentence_offset': [6, 13], 'trigger_words': 'secures', 'trigger_confidence': 0.5026599764823914, 'event_type': {'xpo_node': 'DWD_Q978423', 'name': 'hardening', 'description': 'process of securing a system by reducing its surface of vulnerability, which is larger when a system performs more functions; in principle a single-function system is more secure than a multipurpose one'}, 'event_confidence': 0.9781451225280762}]}"
Combination wears situation.,plausible,1,"{'sen_id': 98, 'sentence': 'Combination wears situation.', 'predicted_mentions': [{'sentence_offset': [12, 17], 'trigger_words': 'wears', 'trigger_confidence': 0.7326416373252869, 'event_type': {'xpo_node': 'DWD_P3828', 'name': 'wears', 'description': ""clothing or accessory worn on subject's body""}, 'event_confidence': 0.9590169787406921}]}"
Credit opposes dedication.,implausible,1,"{'sen_id': 99, 'sentence': 'Credit opposes dedication.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'opposes', 'trigger_confidence': 0.9720035195350647, 'event_type': {'xpo_node': 'DWD_Q2090618', 'name': 'objection', 'description': 'reason arguing against a premise, argument, or conclusion'}, 'event_confidence': 0.9261440634727478}, {'sentence_offset': [15, 25], 'trigger_words': 'dedication', 'trigger_confidence': 0.9132862091064453, 'event_type': {'xpo_node': 'DWD_Q1762010', 'name': 'dedication', 'description': 'act of consecrating an altar, temple, church, or other sacred building'}, 'event_confidence': 0.932823896408081}]}"
Piano plays note.,plausible,1,"{'sen_id': 100, 'sentence': 'Piano plays note.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'plays', 'trigger_confidence': 0.8924956917762756, 'event_type': {'xpo_node': 'DWD_Q1361181', 'name': 'role-playing', 'description': ""changing of one's behaviour to assume a role""}, 'event_confidence': 0.9683466553688049}]}"
Murder cooks complacency.,implausible,0,"{'sen_id': 101, 'sentence': 'Murder cooks complacency.', 'predicted_mentions': [{'sentence_offset': [0, 6], 'trigger_words': 'Murder', 'trigger_confidence': 0.9650628566741943, 'event_type': {'xpo_node': 'DWD_Q132821', 'name': 'murder', 'description': 'unlawful killing of a human with malice aforethought'}, 'event_confidence': 0.9333183169364929}, {'sentence_offset': [7, 12], 'trigger_words': 'cooks', 'trigger_confidence': 0.8543251752853394, 'event_type': {'xpo_node': 'DWD_Q1039303', 'name': 'cooking_method', 'description': 'method to prepare a dish'}, 'event_confidence': 0.8321402072906494}]}"
Sponsorship renames method.,implausible,0,"{'sen_id': 102, 'sentence': 'Sponsorship renames method.', 'predicted_mentions': []}"
Study hurts treachery.,implausible,0,"{'sen_id': 103, 'sentence': 'Study hurts treachery.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'hurts', 'trigger_confidence': 0.7805593609809875, 'event_type': {'xpo_node': 'DWD_Q574491', 'name': 'bruise', 'description': 'Type of hematoma'}, 'event_confidence': 0.676673412322998}]}"
Destroyer enrages sorrow.,implausible,1,"{'sen_id': 104, 'sentence': 'Destroyer enrages sorrow.', 'predicted_mentions': []}"
Child wears kind.,plausible,1,"{'sen_id': 105, 'sentence': 'Child wears kind.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'wears', 'trigger_confidence': 0.9648823738098145, 'event_type': {'xpo_node': 'DWD_P3828', 'name': 'wears', 'description': ""clothing or accessory worn on subject's body""}, 'event_confidence': 0.9325124621391296}]}"
Pronunciation upends lover.,implausible,1,"{'sen_id': 106, 'sentence': 'Pronunciation upends lover.', 'predicted_mentions': []}"
Photograph portrays procession.,plausible,1,"{'sen_id': 107, 'sentence': 'Photograph portrays procession.', 'predicted_mentions': [{'sentence_offset': [20, 30], 'trigger_words': 'procession', 'trigger_confidence': 0.7213270664215088, 'event_type': {'xpo_node': 'DWD_Q33093659', 'name': 'procession', 'description': 'ceremonial march of a group'}, 'event_confidence': 0.9552716612815857}]}"
Aura inflicts encyclopedia.,implausible,0,"{'sen_id': 108, 'sentence': 'Aura inflicts encyclopedia.', 'predicted_mentions': []}"
Activation weaves news.,implausible,0,"{'sen_id': 109, 'sentence': 'Activation weaves news.', 'predicted_mentions': [{'sentence_offset': [11, 17], 'trigger_words': 'weaves', 'trigger_confidence': 0.8423073291778564, 'event_type': {'xpo_node': 'DWD_Q1967135', 'name': 'centrifugation', 'description': 'The application of centrifugal force to separate particles or molecules by size or density in/from a solution.'}, 'event_confidence': 0.9364937543869019}]}"
Trophy knows place.,implausible,0,"{'sen_id': 110, 'sentence': 'Trophy knows place.', 'predicted_mentions': []}"
Library announces plan.,plausible,1,"{'sen_id': 111, 'sentence': 'Library announces plan.', 'predicted_mentions': [{'sentence_offset': [8, 17], 'trigger_words': 'announces', 'trigger_confidence': 0.8666008710861206, 'event_type': {'xpo_node': 'DWD_Q567303', 'name': 'announcement', 'description': 'printed, spoken, or published statement or notice of an event or other news'}, 'event_confidence': 0.9931052327156067}]}"
Class welcomes reservation.,plausible,1,"{'sen_id': 112, 'sentence': 'Class welcomes reservation.', 'predicted_mentions': []}"
Voter passes proposition.,plausible,1,"{'sen_id': 113, 'sentence': 'Voter passes proposition.', 'predicted_mentions': [{'sentence_offset': [0, 5], 'trigger_words': 'Voter', 'trigger_confidence': 0.5550024509429932, 'event_type': {'xpo_node': 'DWD_Q189760', 'name': 'voting', 'description': 'method for a group such as a meeting or an electorate to make a decision or express an opinion'}, 'event_confidence': 0.9452623724937439}, {'sentence_offset': [13, 24], 'trigger_words': 'proposition', 'trigger_confidence': 0.9293782711029053, 'event_type': {'xpo_node': 'DWD_Q6501319', 'name': 'proposal', 'description': 'written offer from a seller to a prospective buyer'}, 'event_confidence': 0.9846954941749573}]}"
Exception includes health.,implausible,1,"{'sen_id': 114, 'sentence': 'Exception includes health.', 'predicted_mentions': []}"
Recommendation stimulates discussion.,plausible,1,"{'sen_id': 115, 'sentence': 'Recommendation stimulates discussion.', 'predicted_mentions': [{'sentence_offset': [15, 25], 'trigger_words': 'stimulates', 'trigger_confidence': 0.8991795778274536, 'event_type': {'xpo_node': 'DWD_Q690194', 'name': 'suggestion', 'description': 'psychological process by which one person guides the thoughts, feelings, or behavior of another person'}, 'event_confidence': 0.7969120144844055}]}"
Library strengthens mother.,implausible,0,"{'sen_id': 116, 'sentence': 'Library strengthens mother.', 'predicted_mentions': []}"
Soldier switches loyalty.,plausible,1,"{'sen_id': 117, 'sentence': 'Soldier switches loyalty.', 'predicted_mentions': []}"
War threatens land.,plausible,1,"{'sen_id': 118, 'sentence': 'War threatens land.', 'predicted_mentions': [{'sentence_offset': [4, 13], 'trigger_words': 'threatens', 'trigger_confidence': 0.9685741066932678, 'event_type': {'xpo_node': 'DWD_Q1520311', 'name': 'violent_crime', 'description': 'crime in which an offender uses or threatens force upon a victim'}, 'event_confidence': 0.9602174162864685}]}"
Investment exacerbates crocodile.,implausible,0,"{'sen_id': 119, 'sentence': 'Investment exacerbates crocodile.', 'predicted_mentions': []}"
Dish tolerates cinnamon.,implausible,1,"{'sen_id': 120, 'sentence': 'Dish tolerates cinnamon.', 'predicted_mentions': []}"
Footpath passes house.,plausible,1,"{'sen_id': 121, 'sentence': 'Footpath passes house.', 'predicted_mentions': []}"
Computer hurls opposition.,implausible,0,"{'sen_id': 122, 'sentence': 'Computer hurls opposition.', 'predicted_mentions': [{'sentence_offset': [15, 25], 'trigger_words': 'opposition', 'trigger_confidence': 0.8198390603065491, 'event_type': {'xpo_node': 'DWD_Q2090618', 'name': 'objection', 'description': 'reason arguing against a premise, argument, or conclusion'}, 'event_confidence': 0.9492260813713074}]}"
Difference hears mule.,implausible,0,"{'sen_id': 123, 'sentence': 'Difference hears mule.', 'predicted_mentions': []}"
Competition plays role.,plausible,1,"{'sen_id': 124, 'sentence': 'Competition plays role.', 'predicted_mentions': [{'sentence_offset': [12, 17], 'trigger_words': 'plays', 'trigger_confidence': 0.9444863796234131, 'event_type': {'xpo_node': 'DWD_Q1361181', 'name': 'role-playing', 'description': ""changing of one's behaviour to assume a role""}, 'event_confidence': 0.9849427938461304}]}"
Core comprises atrium.,plausible,1,"{'sen_id': 125, 'sentence': 'Core comprises atrium.', 'predicted_mentions': []}"
Class rediscovers prosperity.,plausible,1,"{'sen_id': 126, 'sentence': 'Class rediscovers prosperity.', 'predicted_mentions': [{'sentence_offset': [6, 17], 'trigger_words': 'rediscovers', 'trigger_confidence': 0.9698817133903503, 'event_type': {'xpo_node': 'DWD_Q4877642', 'name': 'beautification', 'description': 'Process of making visual improvements to a town, city, or urban area.'}, 'event_confidence': 0.8649508357048035}]}"
Refinement defines attainment.,plausible,1,"{'sen_id': 127, 'sentence': 'Refinement defines attainment.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Refinement', 'trigger_confidence': 0.6760313510894775, 'event_type': {'xpo_node': 'DWD_Q746418', 'name': 'liberalization', 'description': 'in general, the relaxation of previous government restrictions'}, 'event_confidence': 0.9241847991943359}, {'sentence_offset': [11, 18], 'trigger_words': 'defines', 'trigger_confidence': 0.7969571948051453, 'event_type': {'xpo_node': 'DWD_Q2063340', 'name': 'sensemaking', 'description': 'process by which people give meaning to their collective experiences'}, 'event_confidence': 0.9419950246810913}]}"
Lack elevates importance.,plausible,1,"{'sen_id': 128, 'sentence': 'Lack elevates importance.', 'predicted_mentions': [{'sentence_offset': [0, 4], 'trigger_words': 'Lack', 'trigger_confidence': 0.8863534927368164, 'event_type': {'xpo_node': 'DWD_Q920915', 'name': 'emphasis', 'description': 'strengthening of words in a text with a font in a different style from the rest of the text'}, 'event_confidence': 0.7464593052864075}, {'sentence_offset': [5, 13], 'trigger_words': 'elevates', 'trigger_confidence': 0.9326834082603455, 'event_type': {'xpo_node': 'DWD_Q920915', 'name': 'emphasis', 'description': 'strengthening of words in a text with a font in a different style from the rest of the text'}, 'event_confidence': 0.8709966540336609}]}"
Aquarium contains chance.,implausible,0,"{'sen_id': 129, 'sentence': 'Aquarium contains chance.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'contains', 'trigger_confidence': 0.9553916454315186, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9558404684066772}]}"
Memory improves fitness.,plausible,1,"{'sen_id': 130, 'sentence': 'Memory improves fitness.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'improves', 'trigger_confidence': 0.7899968028068542, 'event_type': {'xpo_node': 'DWD_Q21255975', 'name': 'improvement', 'description': 'process of a thing moving from one state to another that is considered to be better, usually through some action intended to bring about that better state'}, 'event_confidence': 0.9826891422271729}]}"
