event	original_label	abstractness_combination	rating	majority_multiclass	distribution_multiclass	majority_binary	distribution_binary
company establishes hundred	plausible	m-a-m	[5, 1, 4, 1, 5, 2, 4, 2, 4]	unsure	[22.22222222222222, 22.22222222222222, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
company makes bar	plausible	m-m-c	[4, 5, 5, 4, 2, 4, 4, 5, 1, 4]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
company moves office	plausible	m-c-c	[5, 4, 4, 5, 5, 5, 4, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
company runs possibility	plausible	m-c-a	[4, 4, 4, 4, 5, 2, 5, 2, 4]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
company sends acceptance	plausible	m-m-a	[4, 4, 4, 5, 5, 4, 5, 5, 4]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
competition plays role	plausible	m-c-a	[4, 4, 4, 4, 5, 4, 5, 4, 5, 4]	unsure	[0.0, 0.0, 70.0, 30.0]	1	[100.0, 0.0]
completion halve time	plausible	a-c-m	[1, 4, 4, 2, 5, 4, 5, 5, 5]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
completion sets stage	plausible	a-c-c	[5, 2, 4, 4, 5, 4, 5, 2, 4]	unsure	[0.0, 22.22222222222222, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
concept defines child	plausible	a-a-c	[4, 5, 5, 2, 1, 4, 2, 4, 4, 5]	unsure	[10.0, 20.0, 40.0, 30.0]	1	[70.0, 30.0]
concern educates person	plausible	a-a-c	[5, 4, 5, 1, 1, 5, 4, 5]	unsure	[25.0, 0.0, 25.0, 50.0]	1	[75.0, 25.0]
conspiracy threatens city	plausible	a-m-c	[4, 5, 5, 5, 4, 5, 5, 5]	5	[0.0, 0.0, 25.0, 75.0]	1	[100.0, 0.0]
conspirator carries manifesto	plausible	a-c-m	[4, 1, 5, 4, 2, 4, 5, 1, 4, 2]	unsure	[20.0, 20.0, 40.0, 20.0]	unsure	[60.0, 40.0]
constituency covers city	plausible	a-c-c	[5, 4, 4, 2, 4, 5, 5, 2]	unsure	[0.0, 25.0, 37.5, 37.5]	1	[75.0, 25.0]
construction follows completion	plausible	m-c-a	[2, 5, 4, 2, 5, 4, 2, 2, 4]	unsure	[0.0, 44.44444444444444, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
construction identifies space	plausible	m-m-m	[4, 2, 4, 4, 2, 2, 4, 5, 4, 4]	unsure	[0.0, 30.0, 60.0, 10.0]	1	[70.0, 30.0]
construction necessitates closure	plausible	m-a-a	[4, 4, 4, 2, 4, 4, 4, 1]	unsure	[12.5, 12.5, 75.0, 0.0]	1	[75.0, 25.0]
contagion emits disease	plausible	a-c-m	[5, 4, 5, 5, 4, 5, 5, 5, 2]	unsure	[0.0, 11.11111111111111, 22.22222222222222, 66.66666666666666]	1	[88.88888888888889, 11.11111111111111]
contribution depicts picture	plausible	a-a-c	[4, 4, 4, 4, 2, 1, 2, 4, 2, 4]	unsure	[10.0, 30.0, 60.0, 0.0]	unsure	[60.0, 40.0]
controversy dominates sport	plausible	a-a-m	[1, 4, 4, 4, 5, 5, 2, 4, 4, 4]	unsure	[10.0, 10.0, 60.0, 20.0]	1	[80.0, 20.0]
core comprises atrium	plausible	m-a-c	[2, 2, 4, 1, 4, 4, 4, 4, 4]	unsure	[11.11111111111111, 22.22222222222222, 66.66666666666666, 0.0]	unsure	[66.66666666666666, 33.33333333333333]
corporation establishes branch	plausible	a-a-c	[4, 5, 5, 5, 5, 4, 4, 4, 5]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
corporation utilizes foresight	plausible	a-a-a	[5, 4, 4, 5, 4, 5, 5, 5, 2]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
corruption facilitates destruction	plausible	a-a-m	[4, 2, 5, 5, 1, 5, 5, 5, 5, 4, 5]	unsure	[9.090909090909092, 9.090909090909092, 18.181818181818183, 63.63636363636363]	1	[81.81818181818183, 18.181818181818183]
council deems soldier	plausible	a-a-c	[5, 4, 4, 1, 4, 2, 1, 1, 5, 5]	unsure	[30.0, 10.0, 30.0, 30.0]	unsure	[60.0, 40.0]
council inherits office	plausible	a-a-c	[4, 4, 5, 4, 5, 5, 2, 4, 2]	unsure	[0.0, 22.22222222222222, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
council provides function	plausible	a-m-a	[5, 5, 5, 1, 5, 4, 5, 5]	5	[12.5, 0.0, 12.5, 75.0]	1	[87.5, 12.5]
council seeks replacement	plausible	a-m-m	[1, 5, 2, 5, 5, 5, 5, 4]	unsure	[12.5, 12.5, 12.5, 62.5]	1	[75.0, 25.0]
county constructs highway	plausible	m-m-c	[4, 1, 4, 1, 1, 5, 5, 4]	unsure	[37.5, 0.0, 37.5, 25.0]	unsure	[62.5, 37.5]
couple buys franchise	plausible	m-c-m	[5, 4, 5, 2, 5, 5, 5, 5, 4]	unsure	[0.0, 11.11111111111111, 22.22222222222222, 66.66666666666666]	1	[88.88888888888889, 11.11111111111111]
couple establishes firm	plausible	m-a-m	[5, 5, 4, 4, 1, 5, 2, 4]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
couple finds institution	plausible	m-m-m	[4, 4, 4, 5, 5, 4, 5, 2]	unsure	[0.0, 12.5, 50.0, 37.5]	1	[87.5, 12.5]
criticism crosses line	plausible	a-c-c	[4, 4, 1, 5, 5, 4, 5, 4, 4, 4]	unsure	[10.0, 0.0, 60.0, 30.0]	1	[90.0, 10.0]
cruiser resumes duty	plausible	m-c-a	[2, 4, 2, 4, 5, 1, 4, 5, 5]	unsure	[11.11111111111111, 22.22222222222222, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
customer perceives way	plausible	m-a-a	[4, 5, 5, 2, 4, 5, 4, 5]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
dam produces power	plausible	c-c-a	[5, 4, 4, 4, 5, 5, 5, 5, 2, 5]	unsure	[0.0, 10.0, 30.0, 60.0]	1	[90.0, 10.0]
day owes night	plausible	m-a-c	[4, 4, 2, 1, 5, 2, 2, 2, 4, 5]	unsure	[10.0, 40.0, 30.0, 20.0]	unsure	[50.0, 50.0]
dealer draws tile	plausible	m-c-c	[5, 1, 4, 1, 1, 5, 5, 2, 5]	unsure	[33.33333333333333, 11.11111111111111, 11.11111111111111, 44.44444444444444]	unsure	[55.55555555555556, 44.44444444444444]
dealer throws dice	plausible	m-c-c	[1, 1, 4, 5, 2, 5, 4, 1]	unsure	[37.5, 12.5, 25.0, 25.0]	unsure	[50.0, 50.0]
death leads friend	plausible	m-c-m	[4, 4, 1, 1, 4, 1, 1, 5, 1, 2]	unsure	[50.0, 10.0, 30.0, 10.0]	unsure	[40.0, 60.0]
decision enrages corner	plausible	a-m-c	[1, 4, 5, 4, 2, 2, 4, 4]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
decision sets stage	plausible	a-c-c	[4, 5, 5, 5, 4, 4, 1, 5, 5, 5]	unsure	[10.0, 0.0, 30.0, 60.0]	1	[90.0, 10.0]
defendant sells sandwich	plausible	m-c-c	[1, 4, 5, 5, 2, 1, 4, 5]	unsure	[25.0, 12.5, 25.0, 37.5]	unsure	[62.5, 37.5]
delegation violates doctrine	plausible	a-a-a	[4, 4, 5, 5, 4, 5, 1, 5]	unsure	[12.5, 0.0, 37.5, 50.0]	1	[87.5, 12.5]
delegation visits territory	plausible	a-c-m	[4, 2, 4, 4, 4, 5, 1, 2, 4]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
delegation wins medal	plausible	a-m-c	[4, 5, 4, 4, 4, 1, 4, 4, 4, 4]	unsure	[10.0, 0.0, 80.0, 10.0]	1	[90.0, 10.0]
demonstration brings traffic	plausible	m-m-c	[2, 5, 5, 4, 4, 5, 5, 4, 5, 5]	unsure	[0.0, 10.0, 30.0, 60.0]	1	[90.0, 10.0]
demonstrator holds placard	plausible	m-c-c	[5, 4, 4, 5, 5, 4, 4, 5, 4, 5]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
depiction builds bridge	plausible	a-c-c	[1, 4, 2, 5, 1, 1, 1, 1, 1]	unsure	[66.66666666666666, 11.11111111111111, 11.11111111111111, 11.11111111111111]	0	[22.22222222222222, 77.77777777777779]
depression brings rainfall	plausible	a-m-c	[1, 1, 4, 1, 4, 2, 4, 1, 1]	unsure	[55.55555555555556, 11.11111111111111, 33.33333333333333, 0.0]	unsure	[33.33333333333333, 66.66666666666666]
description determines idea	plausible	a-a-a	[5, 4, 5, 5, 1, 4, 4, 5, 4]	unsure	[11.11111111111111, 0.0, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
description fits member	plausible	a-m-m	[4, 1, 5, 5, 4, 5, 1, 5, 2]	unsure	[22.22222222222222, 11.11111111111111, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
description provides name	plausible	a-m-m	[4, 5, 4, 2, 5, 4, 5, 5]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
descriptor finds forest	plausible	a-m-c	[5, 4, 5, 5, 4, 1, 4, 1, 5]	unsure	[22.22222222222222, 0.0, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
designation affects interior	plausible	a-a-m	[5, 1, 5, 1, 4, 2, 1, 2, 1]	unsure	[44.44444444444444, 22.22222222222222, 11.11111111111111, 22.22222222222222]	unsure	[33.33333333333333, 66.66666666666666]
designer blames failure	plausible	m-a-a	[2, 4, 2, 1, 5, 4, 4, 1]	unsure	[25.0, 25.0, 37.5, 12.5]	unsure	[50.0, 50.0]
designer wins challenge	plausible	m-m-a	[5, 4, 4, 5, 5, 5, 5, 4, 2, 5]	unsure	[0.0, 10.0, 30.0, 60.0]	1	[90.0, 10.0]
destination ensures usefulness	plausible	m-a-a	[1, 4, 4, 4, 5, 2, 5, 4, 4, 4]	unsure	[10.0, 10.0, 60.0, 20.0]	1	[80.0, 20.0]
detail invokes letter	plausible	a-a-c	[5, 2, 4, 4, 4, 5, 4, 4, 5, 5]	unsure	[0.0, 10.0, 50.0, 40.0]	1	[90.0, 10.0]
development catches neighborhood	plausible	a-c-c	[4, 1, 1, 2, 2, 4, 5, 4, 5]	unsure	[22.22222222222222, 22.22222222222222, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
development initiates building	plausible	a-m-c	[5, 4, 5, 4, 2, 5, 2, 2]	unsure	[0.0, 37.5, 25.0, 37.5]	unsure	[62.5, 37.5]
device reverses polarity	plausible	m-c-a	[5, 4, 4, 4, 1, 5, 4, 4]	unsure	[12.5, 0.0, 62.5, 25.0]	1	[87.5, 12.5]
devotee passes night	plausible	a-m-c	[5, 4, 2, 4, 1, 2, 2, 4]	unsure	[12.5, 37.5, 37.5, 12.5]	unsure	[50.0, 50.0]
devotee pulls chariot	plausible	a-c-c	[1, 4, 5, 5, 5, 4, 4, 5]	unsure	[12.5, 0.0, 37.5, 50.0]	1	[87.5, 12.5]
director clarifies controversy	plausible	m-a-a	[1, 4, 5, 4, 4, 5, 1, 5, 5, 4]	unsure	[20.0, 0.0, 40.0, 40.0]	1	[80.0, 20.0]
director shows picture	plausible	m-c-c	[4, 2, 5, 5, 5, 2, 5, 2, 4]	unsure	[0.0, 33.33333333333333, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
discovery inspires script	plausible	a-a-c	[2, 5, 4, 4, 4, 5, 4, 5]	unsure	[0.0, 12.5, 50.0, 37.5]	1	[87.5, 12.5]
discovery raises possibility	plausible	a-c-a	[5, 4, 5, 5, 5, 5, 1, 2]	unsure	[12.5, 12.5, 12.5, 62.5]	1	[75.0, 25.0]
dispute leads person	plausible	a-c-c	[4, 4, 5, 5, 5, 5, 5, 5, 5]	5	[0.0, 0.0, 22.22222222222222, 77.77777777777779]	1	[100.0, 0.0]
dissertation elevates sunflower	plausible	a-c-c	[2, 4, 1, 5, 4, 4, 5, 4, 4, 1]	unsure	[20.0, 10.0, 50.0, 20.0]	1	[70.0, 30.0]
diver develops skill	plausible	c-a-a	[4, 2, 4, 4, 4, 2, 2, 5, 2]	unsure	[0.0, 44.44444444444444, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
diver raises pressure	plausible	c-c-m	[5, 2, 4, 5, 4, 4, 5, 2, 4, 2]	unsure	[0.0, 30.0, 40.0, 30.0]	1	[70.0, 30.0]
division assumes posture	plausible	a-a-m	[4, 4, 1, 4, 5, 4, 2, 5, 2, 2]	unsure	[10.0, 30.0, 40.0, 20.0]	unsure	[60.0, 40.0]
division hears appeal	plausible	a-c-a	[4, 1, 4, 5, 4, 5, 4, 5, 2]	unsure	[11.11111111111111, 11.11111111111111, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
dog bites baby	plausible	c-c-c	[5, 4, 4, 4, 2, 5, 5, 4, 5]	unsure	[0.0, 11.11111111111111, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
dolphin poses snout	plausible	c-c-c	[5, 2, 5, 2, 4, 4, 1, 1, 5]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
doughboy wears poncho	plausible	m-c-c	[5, 5, 1, 5, 5, 4, 2, 1, 4, 4]	unsure	[20.0, 10.0, 30.0, 40.0]	1	[70.0, 30.0]
drainage creates condition	plausible	m-m-a	[4, 2, 4, 4, 5, 4, 4, 4]	unsure	[0.0, 12.5, 75.0, 12.5]	1	[87.5, 12.5]
drama emphasizes trial	plausible	a-a-m	[2, 5, 4, 4, 4, 1, 5, 5]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
drama portrays dilemma	plausible	a-a-a	[2, 5, 2, 4, 4, 5, 4, 4, 4]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
driver stops train	plausible	c-c-c	[1, 5, 5, 5, 4, 5, 5, 5, 4]	unsure	[11.11111111111111, 0.0, 22.22222222222222, 66.66666666666666]	1	[88.88888888888889, 11.11111111111111]
duck introduces virus	plausible	c-m-m	[1, 1, 4, 1, 5, 5, 2, 5]	unsure	[37.5, 12.5, 12.5, 37.5]	unsure	[50.0, 50.0]
duo releases song	plausible	m-c-c	[5, 5, 4, 5, 4, 2, 5, 4, 5, 2]	unsure	[0.0, 20.0, 30.0, 50.0]	1	[80.0, 20.0]
dynasty regains influence	plausible	a-a-a	[5, 5, 5, 4, 4, 4, 5, 4, 5]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
ear hears sentence	plausible	c-c-m	[5, 4, 2, 5, 5, 2, 2, 4]	unsure	[0.0, 37.5, 25.0, 37.5]	unsure	[62.5, 37.5]
earthquake hits island	plausible	m-c-c	[5, 5, 4, 5, 4, 5, 4, 4, 4, 4]	unsure	[0.0, 0.0, 60.0, 40.0]	1	[100.0, 0.0]
earthquake strikes province	plausible	m-c-m	[5, 5, 2, 5, 4, 5, 5, 5, 2]	unsure	[0.0, 22.22222222222222, 11.11111111111111, 66.66666666666666]	1	[77.77777777777779, 22.22222222222222]
economy integrates commission	plausible	a-a-m	[5, 4, 5, 5, 4, 5, 2, 4]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
education means form	plausible	a-m-m	[4, 4, 1, 4, 5, 4, 4, 5, 4]	unsure	[11.11111111111111, 0.0, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
effect decreases time	plausible	a-m-m	[5, 5, 5, 5, 4, 5, 4, 4, 5]	unsure	[0.0, 0.0, 33.33333333333333, 66.66666666666666]	1	[100.0, 0.0]
effect demonstrates expectation	plausible	a-m-a	[5, 5, 5, 2, 4, 4, 5, 5, 4]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
effort discourages activist	plausible	a-a-m	[5, 5, 1, 5, 4, 4, 1, 4, 5, 4]	unsure	[20.0, 0.0, 40.0, 40.0]	1	[80.0, 20.0]
element obeys condition	plausible	m-m-a	[5, 4, 1, 5, 5, 2, 1, 4, 2]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
element satisfies identity	plausible	m-a-a	[1, 5, 4, 1, 5, 5, 5, 2]	unsure	[25.0, 12.5, 12.5, 50.0]	unsure	[62.5, 37.5]
element seizes bridge	plausible	m-c-c	[2, 5, 4, 4, 4, 2, 2, 2, 5]	unsure	[0.0, 44.44444444444444, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
elephant possesses adaptation	plausible	c-m-a	[5, 5, 2, 4, 2, 1, 2, 4]	unsure	[12.5, 37.5, 25.0, 25.0]	unsure	[50.0, 50.0]
elevation has projection	plausible	m-a-m	[4, 4, 5, 4, 4, 5, 4, 5]	unsure	[0.0, 0.0, 62.5, 37.5]	1	[100.0, 0.0]
elite threatens way	plausible	a-m-a	[4, 5, 1, 4, 4, 1, 5, 4]	unsure	[25.0, 0.0, 50.0, 25.0]	1	[75.0, 25.0]
emergence comes effort	plausible	a-m-a	[4, 4, 5, 1, 4, 4, 4, 4, 4]	unsure	[11.11111111111111, 0.0, 77.77777777777779, 11.11111111111111]	1	[88.88888888888889, 11.11111111111111]
employee receives ladle	plausible	m-m-c	[4, 5, 2, 5, 5, 4, 5, 5, 4]	unsure	[0.0, 11.11111111111111, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
employer drops countersuit	plausible	m-c-a	[2, 2, 5, 5, 5, 5, 2, 4, 4]	unsure	[0.0, 33.33333333333333, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
encroachment hits league	plausible	a-c-m	[1, 4, 5, 4, 5, 5, 2, 1]	unsure	[25.0, 12.5, 25.0, 37.5]	unsure	[62.5, 37.5]
encyclopedia defines rack	plausible	c-a-c	[2, 4, 2, 4, 5, 2, 4, 5, 4]	unsure	[0.0, 33.33333333333333, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
ensemble incorporates hall	plausible	m-a-c	[4, 4, 2, 5, 4, 5, 1, 5, 1]	unsure	[22.22222222222222, 11.11111111111111, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
entry denotes availability	plausible	m-a-a	[2, 4, 4, 5, 4, 4, 4, 4, 4]	unsure	[0.0, 11.11111111111111, 77.77777777777779, 11.11111111111111]	1	[88.88888888888889, 11.11111111111111]
entry reads vase	plausible	m-c-c	[4, 1, 4, 4, 4, 4, 5, 4]	unsure	[12.5, 0.0, 75.0, 12.5]	1	[87.5, 12.5]
erosion puts democracy	plausible	m-m-a	[4, 4, 1, 4, 5, 1, 4, 1, 5, 2]	unsure	[30.0, 10.0, 40.0, 20.0]	unsure	[60.0, 40.0]
event increases traffic	plausible	a-m-c	[5, 4, 4, 5, 5, 5, 5, 4, 4]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
event occurs year	plausible	a-a-m	[2, 5, 4, 4, 4, 5, 5, 4]	unsure	[0.0, 12.5, 50.0, 37.5]	1	[87.5, 12.5]
event receives hundred	plausible	a-m-m	[4, 1, 4, 4, 1, 2, 4, 2, 5]	unsure	[22.22222222222222, 22.22222222222222, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
event starts era	plausible	a-m-a	[1, 4, 5, 5, 2, 5, 4, 5, 4]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
event upends situation	plausible	a-m-a	[5, 1, 5, 5, 4, 5, 4, 5, 5, 4]	unsure	[10.0, 0.0, 30.0, 60.0]	1	[90.0, 10.0]
evidence identifies victim	plausible	m-m-m	[1, 4, 5, 4, 5, 5, 4, 4, 4, 4]	unsure	[10.0, 0.0, 60.0, 30.0]	1	[90.0, 10.0]
evidence implies origin	plausible	m-a-a	[4, 4, 5, 4, 4, 2, 5, 2, 4]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
evidence suggests settlement	plausible	m-a-m	[1, 5, 4, 5, 4, 5, 2, 5, 5]	unsure	[11.11111111111111, 11.11111111111111, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
exception depicts person	plausible	a-a-c	[4, 1, 4, 1, 4, 5, 5, 5, 5]	unsure	[22.22222222222222, 0.0, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
exchange stimulates innovation	plausible	a-c-a	[4, 5, 5, 5, 4, 5, 5, 4]	unsure	[0.0, 0.0, 37.5, 62.5]	1	[100.0, 0.0]
execution modifies state	plausible	m-m-m	[5, 4, 5, 1, 5, 4, 5, 5, 4]	unsure	[11.11111111111111, 0.0, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
executive affects person	plausible	m-a-c	[5, 2, 5, 4, 4, 4, 4, 2, 4]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
executive communicates goal	plausible	m-c-m	[4, 5, 4, 4, 2, 4, 1, 2]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
exercise demonstrates usefulness	plausible	m-m-a	[1, 4, 5, 4, 2, 1, 4, 5, 5, 4]	unsure	[20.0, 10.0, 40.0, 30.0]	1	[70.0, 30.0]
experience secures job	plausible	a-m-m	[5, 5, 5, 4, 4, 5, 5, 5]	5	[0.0, 0.0, 25.0, 75.0]	1	[100.0, 0.0]
experience strengthens commitment	plausible	a-m-a	[4, 5, 5, 1, 5, 4, 4, 2]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
expert criticizes plan	plausible	a-a-m	[5, 5, 5, 4, 5, 4, 1, 5]	unsure	[12.5, 0.0, 25.0, 62.5]	1	[87.5, 12.5]
expert recognizes meadow	plausible	a-a-c	[1, 4, 5, 5, 5, 4, 5, 4, 4, 4]	unsure	[10.0, 0.0, 50.0, 40.0]	1	[90.0, 10.0]
exposition incorporates cobblestone	plausible	a-a-c	[2, 1, 2, 5, 4, 4, 1, 4, 2, 5]	unsure	[20.0, 30.0, 30.0, 20.0]	unsure	[50.0, 50.0]
exposure improves capability	plausible	a-a-a	[4, 5, 5, 4, 5, 5, 4, 5, 4]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
eye serves role	plausible	c-c-a	[4, 4, 2, 4, 4, 5, 5, 1, 4]	unsure	[11.11111111111111, 11.11111111111111, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
eyeglass utilizes eyepiece	plausible	c-a-c	[5, 5, 1, 5, 5, 4, 4, 4, 2, 1]	unsure	[20.0, 10.0, 30.0, 40.0]	1	[70.0, 30.0]
fact casts shadow	plausible	a-c-c	[2, 4, 2, 5, 4, 5, 1, 4, 4]	unsure	[11.11111111111111, 22.22222222222222, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
fader declares kindness	plausible	a-a-a	[4, 2, 5, 4, 4, 2, 1, 4]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
failure holds idea	plausible	a-c-a	[5, 1, 4, 4, 5, 4, 1, 5, 5, 5]	unsure	[20.0, 0.0, 30.0, 50.0]	1	[80.0, 20.0]
failure produces cable	plausible	a-c-c	[1, 4, 5, 1, 4, 1, 2, 2]	unsure	[37.5, 25.0, 25.0, 12.5]	unsure	[37.5, 62.5]
failure puts model	plausible	a-m-c	[4, 4, 5, 1, 5, 4, 4, 4, 5]	unsure	[11.11111111111111, 0.0, 55.55555555555556, 33.33333333333333]	1	[88.88888888888889, 11.11111111111111]
fan criticizes university	plausible	c-a-c	[2, 4, 1, 5, 4, 5, 1, 4]	unsure	[25.0, 12.5, 37.5, 25.0]	unsure	[62.5, 37.5]
fan starts fire	plausible	c-m-c	[4, 1, 5, 1, 5, 4, 5, 5, 5]	unsure	[22.22222222222222, 0.0, 22.22222222222222, 55.55555555555556]	1	[77.77777777777779, 22.22222222222222]
fascination draws attention	plausible	a-c-a	[5, 5, 5, 4, 4, 5, 4, 2, 2]	unsure	[0.0, 22.22222222222222, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
fascism affirms inequality	plausible	a-a-a	[4, 4, 5, 5, 4, 5, 5, 5, 4]	unsure	[0.0, 0.0, 44.44444444444444, 55.55555555555556]	1	[100.0, 0.0]
fault injects noise	plausible	a-c-m	[4, 1, 2, 4, 4, 2, 1, 2, 4]	unsure	[22.22222222222222, 33.33333333333333, 44.44444444444444, 0.0]	unsure	[44.44444444444444, 55.55555555555556]
fence secures castle	plausible	c-m-c	[2, 5, 2, 5, 1, 4, 4, 4]	unsure	[12.5, 25.0, 37.5, 25.0]	unsure	[62.5, 37.5]
fighter sustains damage	plausible	m-a-m	[5, 4, 5, 5, 5, 5, 4, 4, 5, 4]	unsure	[0.0, 0.0, 40.0, 60.0]	1	[100.0, 0.0]
film attains rating	plausible	c-a-a	[4, 5, 4, 5, 5, 2, 4, 5, 4, 2]	unsure	[0.0, 20.0, 40.0, 40.0]	1	[80.0, 20.0]
film depicts experience	plausible	c-a-a	[4, 5, 4, 4, 5, 4, 5, 4]	unsure	[0.0, 0.0, 62.5, 37.5]	1	[100.0, 0.0]
film holds rating	plausible	c-c-a	[5, 5, 4, 5, 5, 4, 4, 4]	unsure	[0.0, 0.0, 50.0, 50.0]	1	[100.0, 0.0]
film introduces actress	plausible	c-m-c	[5, 4, 4, 5, 4, 4, 5, 4, 4, 1]	unsure	[10.0, 0.0, 60.0, 30.0]	1	[90.0, 10.0]
film leaves moment	plausible	c-m-a	[2, 4, 4, 5, 2, 2, 4, 5, 5]	unsure	[0.0, 33.33333333333333, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
film leaves question	plausible	c-m-m	[5, 2, 2, 5, 5, 4, 4, 5, 1, 4]	unsure	[10.0, 20.0, 30.0, 40.0]	1	[70.0, 30.0]
film makes profit	plausible	c-m-m	[5, 4, 5, 5, 4, 2, 5, 4]	unsure	[0.0, 12.5, 37.5, 50.0]	1	[87.5, 12.5]
film portrays abortion	plausible	c-a-m	[2, 4, 5, 5, 4, 5, 4, 2, 4]	unsure	[0.0, 22.22222222222222, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
film receives acclaim	plausible	c-m-a	[5, 5, 4, 5, 5, 4, 4, 5]	unsure	[0.0, 0.0, 37.5, 62.5]	1	[100.0, 0.0]
film runs way	plausible	c-c-a	[4, 4, 5, 5, 1, 5, 1, 4, 4]	unsure	[22.22222222222222, 0.0, 44.44444444444444, 33.33333333333333]	1	[77.77777777777779, 22.22222222222222]
