text,original_label,label,event_type,subject_types,object_types
Fork finds triumph.,implausible,0,"{'sen_id': 24, 'sentence': 'Fork finds triumph.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'finds', 'trigger_confidence': 0.9477437734603882, 'event_type': {'xpo_node': 'DWD_Q12772819', 'name': 'discovery', 'description': 'act of detecting something new'}, 'event_confidence': 0.8727712035179138}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q50000', 'wd_label': 'victory', 'description': 'success in a competition'}, {'wd_qid': 'Q7632586', 'wd_label': 'success', 'description': ""achievement of one's aim or goal""}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q1202506', 'wd_label': 'win', 'description': 'victory credited to a pitcher in baseball'}]"
Team recovers medallion.,plausible,1,"{'sen_id': 25, 'sentence': 'Team recovers medallion.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'recovers', 'trigger_confidence': 0.9525048136711121, 'event_type': {'xpo_node': 'DWD_Q920600', 'name': 'urban_renewal', 'description': 'program of land redevelopment in cities, often where there is urban decay'}, 'event_confidence': 0.7983219027519226}]}","[{'wd_qid': 'Q327245', 'wd_label': 'team', 'description': 'group linked in a common purpose'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q207063', 'wd_label': 'squad', 'description': 'military unit size designation'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131647', 'wd_label': 'medal', 'description': 'round piece of metal, often used as an award'}, {'wd_qid': 'Q381165', 'wd_label': 'trophy', 'description': 'reward for a specific achievement'}]"
Reduction mitigates condition.,plausible,1,"{'sen_id': 26, 'sentence': 'Reduction mitigates condition.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Reduction', 'trigger_confidence': 0.5776863098144531, 'event_type': {'xpo_node': 'DWD_Q1458711', 'name': 'harm_reduction', 'description': 'range of public health policies designed to lessen the negative social and/or physical consequences associated with various human behaviors, both legal and illegal'}, 'event_confidence': 0.9816493391990662}, {'sentence_offset': [10, 19], 'trigger_words': 'mitigates', 'trigger_confidence': 0.675473153591156, 'event_type': {'xpo_node': 'DWD_Q1458711', 'name': 'harm_reduction', 'description': 'range of public health policies designed to lessen the negative social and/or physical consequences associated with various human behaviors, both legal and illegal'}, 'event_confidence': 0.9746100306510925}]}","[{'wd_qid': 'Q912546', 'wd_label': 'reduction', 'description': 'gain of electrons in a chemical reaction'}, {'wd_qid': 'Q1150070', 'wd_label': 'change', 'description': 'process, event or action that deviates from the present state'}]",[]
Communism holds rent.,implausible,0,"{'sen_id': 27, 'sentence': 'Communism holds rent.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'holds', 'trigger_confidence': 0.8520277142524719, 'event_type': {'xpo_node': 'DWD_Q157171', 'name': 'renting', 'description': 'agreement where a payment is made for the temporary use of a good, service or property owned by another'}, 'event_confidence': 0.7318668365478516}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q874405', 'wd_label': 'social group', 'description': 'two or more humans who interact with one another'}, {'wd_qid': 'Q7188', 'wd_label': 'government', 'description': 'system or group of people governing an organized community, often a state'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q1368', 'wd_label': 'money', 'description': 'physical or virtual object or record accepted as payment'}]"
Band reschedules tour.,plausible,0,"{'sen_id': 28, 'sentence': 'Band reschedules tour.', 'predicted_mentions': []}","[{'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q639669', 'wd_label': 'musician', 'description': 'person who composes, conducts or performs music'}, {'wd_qid': 'Q138858', 'wd_label': 'entertainer', 'description': 'person using acting, singing, etc. to entertain an audience'}, {'wd_qid': 'Q483501', 'wd_label': 'artist', 'description': 'person who engages in any form of artistic creation or practice'}, {'wd_qid': 'Q5741069', 'wd_label': 'rock group', 'description': 'musical group playing rock music'}, {'wd_qid': 'Q173799', 'wd_label': 'entertainment', 'description': 'activity that holds attention or gives pleasure'}]","[{'wd_qid': 'Q182832', 'wd_label': 'concert', 'description': 'live performance of music'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}]"
Dealer draws tile.,plausible,0,"{'sen_id': 29, 'sentence': 'Dealer draws tile.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'draws', 'trigger_confidence': 0.878898561000824, 'event_type': {'xpo_node': 'DWD_Q353399', 'name': 'adduction', 'description': 'motion that pulls a structure or part toward the midline of the body, or towards the midline of a limb'}, 'event_confidence': 0.9365927577018738}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q483501', 'wd_label': 'artist', 'description': 'person who engages in any form of artistic creation or practice'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Marble depicts success.,plausible,1,"{'sen_id': 30, 'sentence': 'Marble depicts success.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'depicts', 'trigger_confidence': 0.9494056105613708, 'event_type': {'xpo_node': 'DWD_Q451553', 'name': 'visualization', 'description': 'set of techniques for creating images, diagrams, or animations to communicate a message'}, 'event_confidence': 0.9372938871383667}, {'sentence_offset': [15, 22], 'trigger_words': 'success', 'trigger_confidence': 0.5209376811981201, 'event_type': {'xpo_node': 'DWD_Q7632586', 'name': 'success', 'description': ""achievement of one's aim or goal""}, 'event_confidence': 0.9568837881088257}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q22731', 'wd_label': 'stone', 'description': 'rock or artificial rock-like material'}, {'wd_qid': 'Q214609', 'wd_label': 'material', 'description': 'substance that can occur in different amounts, all with some similar [mixture of some] characteristics, and of which objects can be made up'}]","[{'wd_qid': 'Q7632586', 'wd_label': 'success', 'description': ""achievement of one's aim or goal""}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q2532754', 'wd_label': 'achievement', 'description': 'full display of coat of arms'}, {'wd_qid': 'Q50000', 'wd_label': 'victory', 'description': 'success in a competition'}]"
Reviewer praises film.,plausible,1,"{'sen_id': 31, 'sentence': 'Reviewer praises film.', 'predicted_mentions': [{'sentence_offset': [9, 16], 'trigger_words': 'praises', 'trigger_confidence': 0.8505849838256836, 'event_type': {'xpo_node': 'DWD_Q1208425', 'name': 'praise', 'description': ""positive evaluations made by a person of another's products, performances, or attributes""}, 'event_confidence': 0.986515998840332}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q6430706', 'wd_label': 'critic', 'description': 'professional who makes a living communicating their opinions and assessments of various forms of creative work'}, {'wd_qid': 'Q10650082', 'wd_label': 'reviewer', 'description': 'person whose profession is to review a work'}]","[{'wd_qid': 'Q11424', 'wd_label': 'film', 'description': 'sequence of images that give the impression of movement, stored on film stock'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q173799', 'wd_label': 'entertainment', 'description': 'activity that holds attention or gives pleasure'}]"
Train begins service.,plausible,1,"{'sen_id': 32, 'sentence': 'Train begins service.', 'predicted_mentions': []}","[{'wd_qid': 'Q870', 'wd_label': 'train', 'description': 'form of rail transport consisting of a series of connected vehicles'}, {'wd_qid': 'Q42889', 'wd_label': 'vehicle', 'description': 'mobile machine that transports people, animals or cargo'}, {'wd_qid': 'Q7590', 'wd_label': 'transport', 'description': 'human-directed movement of things or people between locations'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]","[{'wd_qid': 'Q870', 'wd_label': 'train', 'description': 'form of rail transport consisting of a series of connected vehicles'}, {'wd_qid': 'Q7406919', 'wd_label': 'service', 'description': 'activity that directly satisfies wants without producing a lasting asset'}]"
Anecdote resumes opportunity.,implausible,1,"{'sen_id': 33, 'sentence': 'Anecdote resumes opportunity.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q1499569', 'wd_label': 'opportunity', 'description': 'favorable circumstance or occasion'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}]"
Review compares book.,plausible,1,"{'sen_id': 34, 'sentence': 'Review compares book.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'compares', 'trigger_confidence': 0.9705356955528259, 'event_type': {'xpo_node': 'DWD_Q1720648', 'name': 'comparison', 'description': 'examination of two or more entities to deduce their similarities and differences'}, 'event_confidence': 0.9707164168357849}]}","[{'wd_qid': 'Q571', 'wd_label': 'book', 'description': 'written text that can be published in printed or electronic form'}, {'wd_qid': 'Q265158', 'wd_label': 'review', 'description': 'evaluation of a publication, service, company,  piece of hardware, event, exhibition, or performance'}, {'wd_qid': 'Q10870555', 'wd_label': 'report', 'description': 'informational, formal, and detailed text'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q571', 'wd_label': 'book', 'description': 'written text that can be published in printed or electronic form'}]"
Study finds link.,plausible,1,"{'sen_id': 35, 'sentence': 'Study finds link.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'finds', 'trigger_confidence': 0.9645928740501404, 'event_type': {'xpo_node': 'DWD_Q219160', 'name': 'couple', 'description': 'set of two people linked in a physical and emotional community'}, 'event_confidence': 0.8349350094795227}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q2647254', 'wd_label': 'study', 'description': 'practice artworks done as technical research for later finished pieces or series'}, {'wd_qid': 'Q42240', 'wd_label': 'research', 'description': 'systematic study undertaken to increase knowledge'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
